product_id,product_name,imgpaths,brands,prices,rev_score,category1,category2,category3,r1s,r2s,r3s,r1_info1,r1_sf,r1_info2,r1_nor,r1_info3,r1_usf,r2_info1,r2_sf,r2_info2,r2_nor,r2_info3,r2_usf,r3_info1,r3_sf,r3_info2,r3_nor,r3_info3,r3_usf
A000000163278,눅스 윌 프로디쥬스 멀티 드라이 오일 100ml 기획(+멀티오일 10ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016327806ko.jpg?l=ko,눅스,"49,000",4.8,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,64%,복합성에 좋아요,33%,지성에 좋아요,3%,보습에 좋아요,88%,진정에 좋아요,12%,주름/미백에 좋아요,1%,자극없이 순해요,72%,보통이에요,26%,자극이 느껴져요,2%
A000000163275,눅스 윌 프로디쥬스 멀티 리치 오일 100ml 기획(+리치오일 10ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016327504ko.jpg?l=ko,눅스,"55,000",4.8,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,86%,복합성에 좋아요,14%,지성에 좋아요,0%,보습에 좋아요,93%,진정에 좋아요,4%,주름/미백에 좋아요,4%,자극없이 순해요,71%,보통이에요,29%,자극이 느껴져요,0%
A000000162950,에스트라 에이시카365 흔적 진정 세럼 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016295007ko.jpg?l=ko,에스트라,"38,000",4.8,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,24%,복합성에 좋아요,64%,지성에 좋아요,12%,보습에 좋아요,19%,진정에 좋아요,79%,주름/미백에 좋아요,2%,자극없이 순해요,79%,보통이에요,21%,자극이 느껴져요,1%
A000000162949,에스트라 에이시카365 수분 진정 크림 60ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016294905ko.jpg?l=ko,에스트라,"30,000",4.8,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,28%,복합성에 좋아요,59%,지성에 좋아요,13%,보습에 좋아요,32%,진정에 좋아요,68%,주름/미백에 좋아요,1%,자극없이 순해요,84%,보통이에요,16%,자극이 느껴져요,1%
A000000162480,라로슈포제 시카플라스트 울트라 리페어 세럼 B5 30ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016248001ko.jpg?l=ko,라로슈포제,"48,000",4.6,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,38%,복합성에 좋아요,50%,지성에 좋아요,12%,보습에 좋아요,42%,진정에 좋아요,54%,주름/미백에 좋아요,4%,자극없이 순해요,64%,보통이에요,32%,자극이 느껴져요,4%
A000000162460,아벤느 클리낭스 아쿠아 크림인젤 50ml 기획(+클리낭스 클렌징 젤 100ml 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016246005ko.jpg?l=ko,아벤느,"32,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,15%,복합성에 좋아요,54%,지성에 좋아요,31%,보습에 좋아요,36%,진정에 좋아요,64%,주름/미백에 좋아요,1%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,1%
A000000162415,셀퓨전씨 약산성 패리어 수분 크림 80ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016241503ko.jpg?l=ko,셀퓨전씨,"36,000",4.8,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,43%,복합성에 좋아요,46%,지성에 좋아요,11%,보습에 좋아요,76%,진정에 좋아요,22%,주름/미백에 좋아요,2%,자극없이 순해요,93%,보통이에요,7%,자극이 느껴져요,1%
A000000162356,[추가증정]닥터디퍼런트 시카 메탈 크림 50g 기획 세트(본품+20g+패드6ea),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016235608ko.jpg?l=ko,닥터디퍼런트,"45,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,28%,복합성에 좋아요,63%,지성에 좋아요,9%,보습에 좋아요,31%,진정에 좋아요,69%,주름/미백에 좋아요,0%,자극없이 순해요,78%,보통이에요,22%,자극이 느껴져요,1%
A000000161960,눅스 윌 프로디쥬스 멀티 네롤리 오일 100ml 기획(+우드 괄사),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016196017ko.jpg?l=ko,눅스,"49,000",4.7,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,49%,복합성에 좋아요,46%,지성에 좋아요,5%,보습에 좋아요,86%,진정에 좋아요,14%,주름/미백에 좋아요,1%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,1%
A000000161883,오가나셀 뉴 펩타이드 리커버리 크림 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016188302ko.jpg?l=ko,오가나셀,"38,000",4.8,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,50%,복합성에 좋아요,44%,지성에 좋아요,6%,보습에 좋아요,56%,진정에 좋아요,44%,주름/미백에 좋아요,0%,자극없이 순해요,91%,보통이에요,9%,자극이 느껴져요,0%
A000000161882,오가나셀 바이오 액티옴 리커버리 크림 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016188202ko.jpg?l=ko,오가나셀,"45,000",5,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,40%,복합성에 좋아요,52%,지성에 좋아요,8%,보습에 좋아요,40%,진정에 좋아요,36%,주름/미백에 좋아요,24%,자극없이 순해요,92%,보통이에요,8%,자극이 느껴져요,0%
A000000161805,라로슈포제 똘러리앙 덤알레르고 크림 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016180501ko.jpg?l=ko,라로슈포제,"29,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,45%,복합성에 좋아요,49%,지성에 좋아요,6%,보습에 좋아요,66%,진정에 좋아요,34%,주름/미백에 좋아요,1%,자극없이 순해요,78%,보통이에요,20%,자극이 느껴져요,2%
A000000161804,라로슈포제 똘러리앙 덤알레르고 플루이드 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016180401ko.jpg?l=ko,라로슈포제,"29,000",4.6,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,29%,복합성에 좋아요,57%,지성에 좋아요,14%,보습에 좋아요,50%,진정에 좋아요,50%,주름/미백에 좋아요,0%,자극없이 순해요,86%,보통이에요,14%,자극이 느껴져요,0%
A000000161722,센텔리안24 마데카 링클 캡처스틱 10g,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016172201ko.jpg?l=ko,센텔리안24,"32,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,65%,복합성에 좋아요,35%,지성에 좋아요,1%,보습에 좋아요,45%,진정에 좋아요,11%,주름/미백에 좋아요,44%,자극없이 순해요,68%,보통이에요,32%,자극이 느껴져요,1%
A000000161719,[단독기획]센텔리안24 마데카 멜라 캡처 스틱 듀오 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016171901ko.jpg?l=ko,센텔리안24,"59,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,51%,복합성에 좋아요,47%,지성에 좋아요,3%,보습에 좋아요,44%,진정에 좋아요,13%,주름/미백에 좋아요,43%,자극없이 순해요,69%,보통이에요,31%,자극이 느껴져요,0%
A000000161718,[단독기획]센텔리안24 더 마데카 크림 50ml 기획(15ml*2ea추가증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016171803ko.jpg?l=ko,센텔리안24,"35,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,46%,복합성에 좋아요,50%,지성에 좋아요,4%,보습에 좋아요,55%,진정에 좋아요,28%,주름/미백에 좋아요,17%,자극없이 순해요,69%,보통이에요,29%,자극이 느껴져요,2%
A000000161444,유리아쥬 제모스끄렘 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016144405ko.jpg?l=ko,유리아쥬,"32,000",4.6,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,63%,복합성에 좋아요,29%,지성에 좋아요,8%,보습에 좋아요,83%,진정에 좋아요,17%,주름/미백에 좋아요,0%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,0%
A000000161319,유세린 하이알루론 미스트 스프레이 150ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016131902ko.jpg?l=ko,유세린,"19,000",4.6,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,63%,복합성에 좋아요,34%,지성에 좋아요,3%,보습에 좋아요,63%,진정에 좋아요,32%,주름/미백에 좋아요,5%,자극없이 순해요,74%,보통이에요,26%,자극이 느껴져요,0%
A000000161314,유세린 더머토 클린 클래리파잉 토너 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016131403ko.jpg?l=ko,유세린,"26,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,37%,복합성에 좋아요,57%,지성에 좋아요,7%,보습에 좋아요,40%,진정에 좋아요,57%,주름/미백에 좋아요,3%,자극없이 순해요,83%,보통이에요,17%,자극이 느껴져요,0%
A000000161313,유세린 하이알루론 어드벤스드 AOX 에센스 30ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016131302ko.jpg?l=ko,유세린,"48,000",4.7,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,27%,복합성에 좋아요,65%,지성에 좋아요,8%,보습에 좋아요,32%,진정에 좋아요,24%,주름/미백에 좋아요,44%,자극없이 순해요,33%,보통이에요,36%,자극이 느껴져요,31%
A000000160790,[한정기획]아벤느 트릭세라 뉴트리-플루이드 로션 1+1 기획 (200ml +100ml+100ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016079008ko.jpg?l=ko,아벤느,"33,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,50%,복합성에 좋아요,46%,지성에 좋아요,4%,보습에 좋아요,84%,진정에 좋아요,16%,주름/미백에 좋아요,1%,자극없이 순해요,72%,보통이에요,25%,자극이 느껴져요,3%
A000000160724,[선물추천]센텔리안24 마데카 스페셜 기프트 세트(크림 50ml+15ml+앰플 7ml*2ea),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016072401ko.jpg?l=ko,센텔리안24,"57,000",4.8,더모 코스메틱,스킨케어,스킨케어 세트,None,None,None,None,none,none,none,none,none,None,none,none,none,none,none,None,none,none,none,none,none
A000000160470,라로슈포제 히알루 B5 세럼 기획 (세럼 30ml+1.5ml+똘러리앙로션15ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016047003ko.jpg?l=ko,라로슈포제,"52,000",4.7,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,51%,복합성에 좋아요,44%,지성에 좋아요,5%,보습에 좋아요,65%,진정에 좋아요,28%,주름/미백에 좋아요,7%,자극없이 순해요,74%,보통이에요,24%,자극이 느껴져요,2%
A000000159921,라로슈포제 시카플라스트 로션 B5 판테놀 시카에센스 토너 200ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015992102ko.jpg?l=ko,라로슈포제,"32,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,34%,복합성에 좋아요,58%,지성에 좋아요,8%,보습에 좋아요,47%,진정에 좋아요,53%,주름/미백에 좋아요,1%,자극없이 순해요,76%,보통이에요,22%,자극이 느껴져요,2%
A000000159901,눅스 레브드미엘 울트라 컴포팅 베리어 크림 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015990106ko.jpg?l=ko,눅스,"39,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,33%,복합성에 좋아요,67%,지성에 좋아요,0%,보습에 좋아요,73%,진정에 좋아요,27%,주름/미백에 좋아요,0%,자극없이 순해요,67%,보통이에요,33%,자극이 느껴져요,0%
A000000159468,[채수빈pick]닥터디퍼런트 씨이큐 안티옥시던트 세럼 15ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015946804ko.jpg?l=ko,닥터디퍼런트,"42,000",4.6,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,46%,복합성에 좋아요,51%,지성에 좋아요,3%,보습에 좋아요,18%,진정에 좋아요,6%,주름/미백에 좋아요,76%,자극없이 순해요,46%,보통이에요,35%,자극이 느껴져요,19%
A000000159467,[채수빈pick]닥터디퍼런트 씨이큐 안티옥시던트 세럼 15ml 2개입,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015946704ko.jpg?l=ko,닥터디퍼런트,"80,000",4.6,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,27%,복합성에 좋아요,64%,지성에 좋아요,9%,보습에 좋아요,14%,진정에 좋아요,5%,주름/미백에 좋아요,82%,자극없이 순해요,18%,보통이에요,59%,자극이 느껴져요,23%
A000000158630,눅스 윌 프로디쥬스 멀티 드라이 오일 (본품50ml+핸드앤네일크림15ml 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015863009ko.jpg?l=ko,눅스,"32,000",4.7,더모 코스메틱,스킨케어,미스트/오일,피부타입,피부고민,자극도,건성에 좋아요,62%,복합성에 좋아요,36%,지성에 좋아요,2%,보습에 좋아요,86%,진정에 좋아요,12%,주름/미백에 좋아요,2%,자극없이 순해요,71%,보통이에요,29%,자극이 느껴져요,1%
A000000157648,[세븐틴 버논PICK] 바이오더마 시카비오 데이 리페어 크림 30ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015764809ko.jpg?l=ko,바이오더마,"30,000",4.4,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,49%,복합성에 좋아요,48%,지성에 좋아요,4%,보습에 좋아요,54%,진정에 좋아요,43%,주름/미백에 좋아요,3%,자극없이 순해요,62%,보통이에요,38%,자극이 느껴져요,1%
A000000157294,유리아쥬 제모스 토너 (본품500ml+250ml 추가 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015729414ko.jpg?l=ko,유리아쥬,"38,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,65%,복합성에 좋아요,29%,지성에 좋아요,6%,보습에 좋아요,81%,진정에 좋아요,19%,주름/미백에 좋아요,0%,자극없이 순해요,82%,보통이에요,18%,자극이 느껴져요,0%
A000000157285,[단독기획] 센텔리안24 링클셀 코어 아이크림 더블 기획 (세럼10mlx2ea증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015728502ko.jpg?l=ko,센텔리안24,"57,000",4.7,더모 코스메틱,스킨케어,아이크림,피부타입,피부고민,자극도,건성에 좋아요,41%,복합성에 좋아요,56%,지성에 좋아요,3%,보습에 좋아요,39%,진정에 좋아요,16%,주름/미백에 좋아요,45%,자극없이 순해요,65%,보통이에요,35%,자극이 느껴져요,1%
A000000156842,[한정기획/세븐틴 디노PICK] 바이오더마 하이드라비오 에센스로션 200ml(화장솜 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015684226ko.jpg?l=ko,바이오더마,"33,000",4.8,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,36%,복합성에 좋아요,54%,지성에 좋아요,10%,보습에 좋아요,73%,진정에 좋아요,24%,주름/미백에 좋아요,3%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,2%
A000000156684,센텔리안24 마데카 릴리프 크림 (본품80ml+15ml 추가 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015668401ko.jpg?l=ko,센텔리안24,"32,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,18%,복합성에 좋아요,59%,지성에 좋아요,23%,보습에 좋아요,22%,진정에 좋아요,71%,주름/미백에 좋아요,7%,자극없이 순해요,76%,보통이에요,24%,자극이 느껴져요,0%
A000000156683,센텔리안24 마데카 릴리프 로션 (본품150ml+60ml 추가 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015668301ko.jpg?l=ko,센텔리안24,"28,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,27%,복합성에 좋아요,68%,지성에 좋아요,5%,보습에 좋아요,51%,진정에 좋아요,44%,주름/미백에 좋아요,5%,자극없이 순해요,71%,보통이에요,27%,자극이 느껴져요,2%
A000000156680,센텔리안24 마데카 릴리프 토너 300ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015668001ko.jpg?l=ko,센텔리안24,"27,000",4.7,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,25%,복합성에 좋아요,67%,지성에 좋아요,8%,보습에 좋아요,36%,진정에 좋아요,54%,주름/미백에 좋아요,10%,자극없이 순해요,63%,보통이에요,37%,자극이 느껴져요,0%
A000000156521,유리아쥬 배리어덤 시카 데일리 젤크림 40ml (시카 토너 50ml 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015652135ko.jpg?l=ko,유리아쥬,"26,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,16%,복합성에 좋아요,66%,지성에 좋아요,18%,보습에 좋아요,24%,진정에 좋아요,76%,주름/미백에 좋아요,1%,자극없이 순해요,80%,보통이에요,20%,자극이 느껴져요,1%
A000000156512,[킴닥스 PICK] 더마펌 울트라 수딩 토너 R4 200ml (수분진정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015651224ko.jpg?l=ko,더마펌,"30,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,27%,복합성에 좋아요,63%,지성에 좋아요,10%,보습에 좋아요,31%,진정에 좋아요,65%,주름/미백에 좋아요,4%,자극없이 순해요,87%,보통이에요,13%,자극이 느껴져요,1%
A000000156511,[킴닥스 PICK]더마펌 바이오 코렉션 앰플 콜라겐 R4 50ml (탄력진정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015651128ko.jpg?l=ko,더마펌,"33,000",4.9,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,30%,복합성에 좋아요,60%,지성에 좋아요,10%,보습에 좋아요,34%,진정에 좋아요,48%,주름/미백에 좋아요,18%,자극없이 순해요,89%,보통이에요,11%,자극이 느껴져요,1%
A000000156510,[킴닥스 PICK] 더마펌 울트라 수딩 하이드라 크림 R4 50ml (수분진정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015651013ko.jpg?l=ko,더마펌,"31,000",4.8,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,31%,복합성에 좋아요,59%,지성에 좋아요,10%,보습에 좋아요,43%,진정에 좋아요,54%,주름/미백에 좋아요,3%,자극없이 순해요,89%,보통이에요,11%,자극이 느껴져요,1%
A000000156377,센텔리안24 마데카 멜라 캡처 스틱 10g,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015637703ko.jpg?l=ko,센텔리안24,"29,500",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,48%,복합성에 좋아요,48%,지성에 좋아요,4%,보습에 좋아요,33%,진정에 좋아요,9%,주름/미백에 좋아요,58%,자극없이 순해요,74%,보통이에요,26%,자극이 느껴져요,1%
A000000156315,[온라인몰 한정기획] 바이오더마 하이드라비오 세럼 더블기획(40ml+40ml),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015631507ko.jpg?l=ko,바이오더마,"50,700",4.8,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,39%,복합성에 좋아요,50%,지성에 좋아요,11%,보습에 좋아요,77%,진정에 좋아요,23%,주름/미백에 좋아요,1%,자극없이 순해요,86%,보통이에요,14%,자극이 느껴져요,1%
A000000156128,닥터디퍼런트 비타아크날TX 나이트크림 더블 기획 (20g+20g),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015612807ko.jpg?l=ko,닥터디퍼런트,"38,000",4.6,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,8%,복합성에 좋아요,53%,지성에 좋아요,39%,보습에 좋아요,14%,진정에 좋아요,51%,주름/미백에 좋아요,35%,자극없이 순해요,34%,보통이에요,46%,자극이 느껴져요,20%
A000000156127,닥터디퍼런트 비타아크날 TX 캡슐세럼 30ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015612703ko.jpg?l=ko,닥터디퍼런트,"34,000",4.5,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,13%,복합성에 좋아요,51%,지성에 좋아요,36%,보습에 좋아요,20%,진정에 좋아요,70%,주름/미백에 좋아요,10%,자극없이 순해요,66%,보통이에요,34%,자극이 느껴져요,1%
A000000156125,[단독기획] 닥터디퍼런트 비타리프트 에이 20g 기획,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015612506ko.jpg?l=ko,닥터디퍼런트,"42,000",4.5,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,40%,복합성에 좋아요,51%,지성에 좋아요,9%,보습에 좋아요,18%,진정에 좋아요,22%,주름/미백에 좋아요,60%,자극없이 순해요,33%,보통이에요,57%,자극이 느껴져요,10%
A000000155413,더말로지카 멀티-액티브 토너 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015541304ko.jpg?l=ko,더말로지카,"17,000",4.6,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,13%,복합성에 좋아요,88%,지성에 좋아요,0%,보습에 좋아요,75%,진정에 좋아요,25%,주름/미백에 좋아요,0%,자극없이 순해요,75%,보통이에요,25%,자극이 느껴져요,0%
A000000155351,더말로지카 리뉴얼 스킨 스무딩 크림 50ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015535106ko.jpg?l=ko,더말로지카,"61,000",4.8,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,20%,복합성에 좋아요,80%,지성에 좋아요,0%,보습에 좋아요,80%,진정에 좋아요,20%,주름/미백에 좋아요,0%,자극없이 순해요,100%,보통이에요,0%,자극이 느껴져요,0%
A000000154923,[증량] 셀퓨전씨 약산성 패리어 토너 (본품 300ml+50mlx2ea 추가 증정),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015492305ko.jpg?l=ko,셀퓨전씨,"25,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,23%,복합성에 좋아요,60%,지성에 좋아요,18%,보습에 좋아요,37%,진정에 좋아요,60%,주름/미백에 좋아요,3%,자극없이 순해요,83%,보통이에요,17%,자극이 느껴져요,2%
A000000153300,피지오겔 사이언수티컬즈 데일리뮨 앰플세럼 30ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015330001ko.jpg?l=ko,피지오겔,"58,000",4.8,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,42%,복합성에 좋아요,58%,지성에 좋아요,0%,보습에 좋아요,45%,진정에 좋아요,27%,주름/미백에 좋아요,28%,자극없이 순해요,76%,보통이에요,24%,자극이 느껴져요,0%
A000000152786,엠브리올리스 하이드라 세럼 30ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015278603ko.jpg?l=ko,엠브리올리스,"35,000",4.8,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,28%,복합성에 좋아요,63%,지성에 좋아요,9%,보습에 좋아요,78%,진정에 좋아요,22%,주름/미백에 좋아요,0%,자극없이 순해요,81%,보통이에요,19%,자극이 느껴져요,0%
A000000152580,유리아쥬 배리어덤 시카 크림 40ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015258007ko.jpg?l=ko,유리아쥬,"22,000",4.7,더모 코스메틱,스킨케어,로션/크림/올인원,피부타입,피부고민,자극도,건성에 좋아요,50%,복합성에 좋아요,41%,지성에 좋아요,9%,보습에 좋아요,35%,진정에 좋아요,63%,주름/미백에 좋아요,2%,자극없이 순해요,74%,보통이에요,24%,자극이 느껴져요,2%
A000000152514,라로슈포제 에빠끌라 K(+) 토너 200ml (지성 피부),https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015251401ko.jpg?l=ko,라로슈포제,"35,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,5%,복합성에 좋아요,43%,지성에 좋아요,52%,보습에 좋아요,17%,진정에 좋아요,81%,주름/미백에 좋아요,2%,자극없이 순해요,65%,보통이에요,33%,자극이 느껴져요,2%
A000000152029,센텔리안24 엑스퍼트 마데카 멜라 캡처 앰플 Rx 7ml 4개입,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015202903ko.jpg?l=ko,센텔리안24,"56,000",4.7,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,45%,복합성에 좋아요,51%,지성에 좋아요,4%,보습에 좋아요,36%,진정에 좋아요,19%,주름/미백에 좋아요,45%,자극없이 순해요,66%,보통이에요,30%,자극이 느껴져요,4%
A000000151356,셀퓨전씨 약산성 패리어 토너 300ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015135606ko.jpg?l=ko,셀퓨전씨,"25,000",4.8,더모 코스메틱,스킨케어,스킨/토너,피부타입,피부고민,자극도,건성에 좋아요,24%,복합성에 좋아요,59%,지성에 좋아요,17%,보습에 좋아요,41%,진정에 좋아요,57%,주름/미백에 좋아요,2%,자극없이 순해요,81%,보통이에요,19%,자극이 느껴져요,1%
A000000150909,센텔리안24 엑스퍼트 마데카 멜라 캡처 앰플 Rx 7ml+7ml,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015090903ko.jpg?l=ko,센텔리안24,"28,000",4.7,더모 코스메틱,스킨케어,에센스/세럼,피부타입,피부고민,자극도,건성에 좋아요,41%,복합성에 좋아요,53%,지성에 좋아요,7%,보습에 좋아요,27%,진정에 좋아요,15%,주름/미백에 좋아요,58%,자극없이 순해요,72%,보통이에요,26%,자극이 느껴져요,2%
